Key,File,Type,UsedInMainMenu,NoTranslate,english
perkimagodRank4LongDesc,,,,,"You are a real challenger, only drawing in the hardiest of enemies. Raise gamestage by 75."
perkimagodRank5Desc,,,,,"Show-Off"
perkimagodRank5LongDesc,,,,,"Now you are just showing off. Raise gamestage by 100."

perkendzclothes,,,,,"[6b2e18]EndZ Apparel"
perkendzclothesDesc,,,,,"Some badass clothing items brought to you by EndZ!(more to come in the future)"
perkendzclothesRank1Desc,,,,,"Tier 1"
perkendzclothesRank1LongDesc,,,,,"Unlocks- All In 1 Glasses"
perkendzclothesRank2Desc,,,,,"Tier 2"
perkendzclothesRank2LongDesc,,,,,"Unlocks-"
perkendzclothesRank3Desc,,,,,"Tier 3"
perkendzclothesRank3LongDesc,,,,,"Unlocks-"
perkendzclothesRank4Desc,,,,,"Tier 4"
perkendzclothesRank4LongDesc,,,,,"Unlocks-"
perkendzclothesRank5Desc,,,,,"Tier 5"
perkendzclothesRank5LongDesc,,,,,"Unlocks-"

perkendzmedical,,,,,"[005cfa]EndZ Medical"
perkendzmedicalDesc,,,,,"This tree is where you unlock the EndZ Medical Items. Read the descriptions of each tier to see what it unlocks. (more to come in the future)"
perkendzmedicalRank1Desc,,,,,"Tier 1 Medical"
perkendzmedicalRank1LongDesc,,,,,"Unlocks- Lavender Patch"
perkendzmedicalRank2Desc,,,,,"Tier 2 Medical"
perkendzmedicalRank2LongDesc,,,,,"Unlocks- Honey Bandage"
perkendzmedicalRank3Desc,,,,,"Tier 3 Medical"
perkendzmedicalRank3LongDesc,,,,,"Unlocks-"
perkendzmedicalRank4Desc,,,,,"Tier 4 Medical"
perkendzmedicalRank4LongDesc,,,,,"Unlocks- "
perkendzmedicalRank5Desc,,,,,"Tier 5 Medical"
perkendzmedicalRank5LongDesc,,,,,"Unlocks-"

medicalhoneyBandageLL,items,Medical,,,"Honey Bandage"
medicalhoneyBandageLLDesc,items,Medical,,,"this bandage will cure bleeding, abrasions, and infections."
medicallavenderpatchLL,items,Medical,,,"Lavender Patch"
medicallavenderpatchLLDesc,items,Medical,,,"this patch will help will small amounts of health and easy to make."

perkendzfood,,,,,"[ced134]EndZ Food"
perkendzfoodDesc,,,,,"This tree is where you unlock the EndZ Food Items. Read the descriptions of each tier to see what it unlocks. (more to come in the future)"
perkendzfoodRank1Desc,,,,,"Tier 1 Food"
perkendzfoodRank1LongDesc,,,,,"Unlocks- Cheese, Cooked Ground Beef, Cooked Mutton, Lime Yogurt, Fruit Salad"
perkendzfoodRank2Desc,,,,,"Tier 2 Food"
perkendzfoodRank2LongDesc,,,,,"Unlocks- Rack of Lamb, Grilled Lamb with Lime Yogurt Sauce, Lime Pie, 2 For 3 Double Cheese"
perkendzfoodRank3Desc,,,,,"Tier 3 Food"
perkendzfoodRank3LongDesc,,,,,"Unlocks- Lamb & Potato Platter, Lamb and Veggie Stew, Cheesy Meaties, Tater Tot Casserole, 5 Course Meal"
perkendzfoodRank4Desc,,,,,"Tier 4 Food"
perkendzfoodRank4LongDesc,,,,,"Unlocks- "
perkendzfoodRank5Desc,,,,,"Tier 5 Food"
perkendzfoodRank5LongDesc,,,,,"Unlocks-"

foodCroplime,items,Food,,,"Lime (Fruit)"
foodCroplimeDesc,items,Food,,,"Fresh picked fruit, i wonder what i could use this for?"
limetreeemptyLL,blocks,Block,,,Empty Lime Tree
limetreeemptyLLDesc,blocks,Block,,,"produces delicious limes."
limetreefullLL,blocks,Block,,,Lime Tree
limetreefullLLDesc,blocks,Block,,,"produces delicious limes."
foodgroundbeefLL,items,Food,,,"Ground Beef"
foodgroundbeefLLDesc,items,Food,,,"Good fresh ground beef. will make some tasty food at the campfire"
foodlambmeatLL,items,Food,,,"Mutton"
foodlambmeatLLDesc,items,Food,,,"Aquired from Lambs, go to the campfire to explore recipes for this item."
drinkJarmilkLL,items,Food,,,"Whole Milk"
drinkJarmilkLLDesc,items,Food,,,"Straight from the teet"
foodcookedgroundbeefLL,items,Food,,,"Cooked Ground Beef"
foodcookedgroundbeefLLDesc,items,Food,,,"yummy ground beef will fill you up or you can combine with other items to make better meals"
foodcookedlambmeatLL,items,Food,,,"Cooked Mutton"
foodcookedlambmeatLLDesc,items,Food,,,"A cooked delicacy."
foodcheeseLL,items,Food,,,"Cheese"
foodcheeseLLDesc,items,Food,,,"cheese made from that delicious milk"
foodCheesyMeaties,items,Food,,,"Cheesy Meaties"
foodCheesyMeatiesDesc,items,Food,,,"Bring together your cheese, mince, and a few other simple ingredients for an END Z delicacy of the highest order.(Thanks Arramus!)"
foodlambandpotatoesLL,items,Food,,,"Lamb & Potato Platter"
foodlambandpotatoesLLDesc,items,Food,,,"Such a fine platter, this will fill you up."
foodlambrackLL,items,Food,,,"Rack of Lamb"
foodlambrackLLDesc,items,Food,,,"Such a fine platter, this will fill you up."
foodlimeyogurtLL,items,Food,,,"Lime Yogurt"
foodlimeyogurtLLDesc,items,Food,,,"Delicious little snack."
foodgrilledlambwsauceLL,items,Food,,,"Grilled Lamb with Lime Yogurt Sauce"
foodgrilledlambwsauceLLDesc,items,Food,,,"Delicious hearty meal."
foodlambStewLL,items,Food,,,"Lamb and Veggie Stew"
foodlambStewLLDesc,items,Food,,,"Delicious hearty meal."
foodlimepieLL,items,Food,,,"Lime Pie"
foodlimepieLLDesc,items,Food,,,"Such a yummy snack"
foodfruitsaladLL,items,Food,,,"Fruit Salad"
foodfruitsaladLLDesc,items,Food,,,"Such a yummy snack"
foodtatortotcassLL,items,Food,,,"Tater Tot Casserole"
foodtatortotcassLLDesc,items,Food,,,"oh my god this is gonna over fill me."
food5courseLL,items,Food,,,"5 Course Meal"
food5courseLLDesc,items,Food,,,"This is good to fill way up, while being fat you can barter with the penny pinching trader alot better.(25% Barter for 10 Minutes)"
fooddoublecheese2f3LL,items,Food,,,"2 For 3 Double Cheese"
fooddoublecheese2f3LLDesc,items,Food,,,"Eat these for a good meal but you also gain 50% more experience. Burgers down Xp up!)"
bufffooddoublecheese2f3LLName,buffs,Buff,,,"Experienced Eater"
bufffooddoublecheese2f3LLDesc,buffs,Buff,,,"Gain 50% experience when you eat these burgers."
bufffooddoublecheese2f3LLTooltip,buffs,Buff,New,,"[03fc9d]Burgers down, Xp up!"

perkvehicles,,,,,"[21f505]EndZ Vehicles"
perkvehiclesDesc,,,,,"This tree is where you unlock the EndZ specific Vehicles. Tier1=2000hp Tier2=4000hp Tier3=6000hp Tier4=8000hp Tier5=10Khp. All Vehicles are pretty fast, so their worth having and screw vanilla vehicles. (more to come in the future)"
perkvehiclesRank1Desc,,,,,"Classic Cars"
perkvehiclesRank1LongDesc,,,,,"Unlocks- Deville"
perkvehiclesRank2Desc,,,,,"Muscle Cars"
perkvehiclesRank2LongDesc,,,,,"Unlocks- 1970Camaro"
perkvehiclesRank3Desc,,,,,"Race Cars"
perkvehiclesRank3LongDesc,,,,,"Unlocks- Buggy, Blue Racer, Yellow Racer, Red Racer, Black Racer"
perkvehiclesRank4Desc,,,,,"Trucks"
perkvehiclesRank4LongDesc,,,,,"Unlocks- 1950Dodge Truck"
perkvehiclesRank5Desc,,,,,"Military Vehicles"
perkvehiclesRank5LongDesc,,,,,"Unlocks- Warthog, Military Truck, Transport Helicopter, Military Helicopter"

WarthogVehicle,vehicles,vehicle,,,EndZ Angel McCarthy Series(Warthog)
WarthogVehiclePlaceable,vehicles,item,,,EndZ Angel McCarthy Series(Warthog)
EndZbuggy,vehicles,vehicle,,,EndZ Racing Bug
EndZbuggyPlaceable,vehicles,item,,,EndZ Racing Bug
EndZdeville,vehicles,vehicle,,,EndZ Cruella
EndZdevillePlaceable,vehicles,item,,,EndZ Cruella
EndZblueracecarLLPlaceable,vehicles,item,,,EndZ Blue Racecar
EndZyellowracecarLLPlaceable,vehicles,item,,,EndZ Yellow Racecar
EndZredracecarLLPlaceable,vehicles,item,,,EndZ Red Racecar
EndZblackracecarLLPlaceable,vehicles,item,,,EndZ Black Racecar
EndZblueracecarLL,vehicles,vehicle,,,EndZ Blue Racecar
EndZyellowracecarLL,vehicles,vehicle,,,EndZ Yellow Racecar
EndZredracecarLL,vehicles,vehicle,,,EndZ Red Racecar
EndZblackracecarLL,vehicles,vehicle,,,EndZ Black Racecar
EndZcamaroLLPlaceable,vehicles,item,,,EndZ 1970 Camaro
EndZcamaroLL,vehicles,vehicle,,,EndZ 1970 Camaro
EndZdodgetruckLLPlaceable,vehicles,item,,,EndZ 1950 Dodge Truck
EndZdodgetruckLL,vehicles,vehicle,,,EndZ 1950 Dodge Truck
EndZmilitarytruckLLPlaceable,vehicles,item,,,EndZ Military Truck
EndZmilitarytruckLL,vehicles,vehicle,,,EndZ Military Truck
vehicleEndZmilihelicopterLLPlaceable,vehicles,item,,,EndZ Transport Helicopter
vehicleEndZmilihelicopterLL,vehicles,vehicle,,,EndZ Transport Helicopter
EndZmilihelicopter2LLPlaceable,vehicles,item,,,EndZ Military Helicopter
EndZmilihelicopter2LL,vehicles,vehicle,,,EndZ Military Helicopter

endzxpcardLL,items,Admin,,,EndZ Gains Card
endzxpcardLLDesc,items,Admin,,,You gain 5000xp for reading this card, cannot craft you have to find it in the world loot.

bedrollteleportcardLL,items,Admin,,,EndZ Backpack Teleport
bedrollteleportcardLLDesc,items,Admin,,,Read this and instantly teleport to your dropped backpack.

BeehiveEmptyLL,blocks,Block,,,Beehive
BeehiveEmptyLLDesc,blocks,Block,,,"A beehive that produces honey, it matches crop growth time of 30 minutes and will produce 10 honey."
BeehiveFullLL,blocks,Block,,,Full Beehive
BeehiveFullLLDesc,blocks,Block,,,"A beehive that is full of honey."

callscreamerblockLL,blocks,Block,,,Screamer Totem
callscreamerblockLLDesc,blocks,Block,,,"Place this block to call non stop screamers. Pick up when you are done."

EndZgrootLL,entityclasses,Entity,,,Grute
EndZgrootferalLL,entityclasses,Entity,,,Feral Grute
EndZgrootradiatedLL,entityclasses,Entity,,,Radiated Grute

resourcelavenderLL,items,Item,,,Lavender
resourcelavenderLLDesc,items,Item,,,Very useful early on to craft bandages to keep alive. Can only harvest in the wild. Cannot be grown.


materialMframeLL_shapes,blocks,Block,,,Frame
frameShapesLL:VariantHelper,blocks,Block,,,"Frame Shapes(Player)"

materialMwoodLL_shapes,blocks,Block,,,Wood
woodShapesLL:VariantHelper,blocks,Block,,,"Wood Shapes(Player)"

materialMcobblestoneLL_shapes,blocks,Block,,,Cobblestone
cobblestoneShapesLL:VariantHelper,blocks,Block,,,"Cobblestone Shapes(Player)"

materialMconcreteLL_shapes,blocks,Block,,,Concrete
concreteShapesLL:VariantHelper,blocks,Block,,,"Concrete Shapes(Player)"

materialMsteelLL_shapes,blocks,Block,,,Steel
steelShapesLL:VariantHelper,blocks,Block,,,"Steel Shapes(Player)"

materialMmoonrock_shapes,blocks,Block,,,Moonrock
moonrockShapes:VariantHelper,blocks,Block,,,"[05f5ee]Moonrock Shapes"

materialMvibe_shapes,blocks,Block,,,Vibranium
vibeShapes:VariantHelper,blocks,Block,,,"[a503fc]Vibranium Shapes"

perkendzvibeammo,,,,,"[a503fc]EndZ Vibranium Ammo"
perkendzvibeammoDesc,,,,,"Unlocks the Vibranium Ammo, can only be used in Vibranium Bows and Firearms. Cannot be used in basic Firearms."
perkendzvibeammoRank1Desc,,,,,"Tier 1"
perkendzvibeammoRank1LongDesc,,,,,"Unlocks- Vibranium Ammo! 7.62, 9mm, .44, Shotgun Shells, Arrow, Crossbow Bolt."

perkbows,,,,,"[a503fc]EndZ Vibranium Bows"
perkbowsDesc,,,,,"This tree unlocks Vibranium Bows(These items cannot be looted, only crafted. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xDEGREDATION AMOUNT FROM VANILLA. +30BASE DAMAGE TO BOWS FROM VANILLA) THESE ARE LIMITED TO MOD ATTACHMENTS."
perkbowsRank1Desc,,,,,"Level 1"
perkbowsRank1LongDesc,,,,,"Unlocks Level 2- Vibranium Wooden Bow, Vibranium Compound Bow, and Vibranium Compound Crossbow"
perkbowsRank2Desc,,,,,"Level 2"
perkbowsRank2LongDesc,,,,,"Unlocks Level 3- Vibranium Wooden Bow, Vibranium Compound Bow, and Vibranium Compound Crossbow"
perkbowsRank3Desc,,,,,"Level 3"
perkbowsRank3LongDesc,,,,,"Unlocks Level 4- Vibranium Wooden Bow, Vibranium Compound Bow, and Vibranium Compound Crossbow"
perkbowsRank4Desc,,,,,"Level 4"
perkbowsRank4LongDesc,,,,,"Unlocks Level 5- Vibranium Wooden Bow, Vibranium Compound Bow, and Vibranium Compound Crossbow"
perkbowsRank5Desc,,,,,"Level 5"
perkbowsRank5LongDesc,,,,,"Unlocks Level 6- Vibranium Wooden Bow, Vibranium Compound Bow, and Vibranium Compound Crossbow"

perkpistols,,,,,"[a503fc]EndZ Vibranium Pistols"
perkpistolsDesc,,,,,"This tree unlocks Vibranium Pistols(These items cannot be looted, only crafted. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xMAGAZINE SIZE 2xDEGREDATION AMOUNT FROM VANILLA. +30BASE DAMAGE TO PISTOLS FROM VANILLA.) THESE ARE LIMITED TO MOD ATTACHMENTS."
perkpistolsRank1Desc,,,,,"Level 1"
perkpistolsRank1LongDesc,,,,,"Unlocks Level 2- Vibranium Pistol and Vibranium Golden Vulture"
perkpistolsRank2Desc,,,,,"Level 2"
perkpistolsRank2LongDesc,,,,,"Unlocks Level 3- Vibranium Pistol and Vibranium Golden Vulture"
perkpistolsRank3Desc,,,,,"Level 3"
perkpistolsRank3LongDesc,,,,,"Unlocks Level 4- Vibranium Pistol and Vibranium Golden Vulture"
perkpistolsRank4Desc,,,,,"Level 4"
perkpistolsRank4LongDesc,,,,,"Unlocks Level 5- Vibranium Pistol and Vibranium Golden Vulture"
perkpistolsRank5Desc,,,,,"Level 5"
perkpistolsRank5LongDesc,,,,,"Unlocks Level 6- Vibranium Pistol and Vibranium Golden Vulture"

perkshotguns,,,,,"[a503fc]EndZ Vibranium Shotguns"
perkshotgunsDesc,,,,,"This tree unlocks Vibranium Shotguns(These items cannot be looted, only crafted. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xMAGAZINE SIZE 2xDEGREDATION AMOUNT FROM VANILLA. +10BASE DAMAGE TO SHOTGUNS FROM VANILLA.) THESE ARE LIMITED TO MOD ATTACHMENTS."
perkshotgunsRank1Desc,,,,,"Level 1"
perkshotgunsRank1LongDesc,,,,,"Unlocks Level 2- Vibranium Double Barrel, Vibranium Pump Shotgun, and Vibranium Auto Shotgun"
perkshotgunsRank2Desc,,,,,"Level 2"
perkshotgunsRank2LongDesc,,,,,"Unlocks Level 3- Vibranium Double Barrel, Vibranium Pump Shotgun, and Vibranium Auto Shotgun"
perkshotgunsRank3Desc,,,,,"Level 3"
perkshotgunsRank3LongDesc,,,,,"Unlocks Level 4- Vibranium Double Barrel, Vibranium Pump Shotgun, and Vibranium Auto Shotgun"
perkshotgunsRank4Desc,,,,,"Level 4"
perkshotgunsRank4LongDesc,,,,,"Unlocks Level 5- Vibranium Double Barrel, Vibranium Pump Shotgun, and Vibranium Auto Shotgun"
perkshotgunsRank5Desc,,,,,"Level 5"
perkshotgunsRank5LongDesc,,,,,"Unlocks Level 6- Vibranium Double Barrel, Vibranium Pump Shotgun, and Vibranium Auto Shotgun"

perkrifles,,,,,"[a503fc]EndZ Vibranium Rifles"
perkriflesDesc,,,,,"This tree unlocks Vibranium Rifles(These items cannot be looted, only crafted. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xMAGAZINE SIZE 2xDEGREDATION AMOUNT FROM VANILLA. +30BASE DAMAGE TO RIFLES FROM VANILLA.) THESE ARE LIMITED TO MOD ATTACHMENTS."
perkriflesRank1Desc,,,,,"Level 1"
perkriflesRank1LongDesc,,,,,"Unlocks Level 2- Vibranium Hunting Rifle, Vibranium Lever Action Rifle, and Vibranium Sniper Rifle"
perkriflesRank2Desc,,,,,"Level 2"
perkriflesRank2LongDesc,,,,,"Unlocks Level 3- Vibranium Hunting Rifle, Vibranium Lever Action Rifle, and Vibranium Sniper Rifle"
perkriflesRank3Desc,,,,,"Level 3"
perkriflesRank3LongDesc,,,,,"Unlocks Level 4- Vibranium Hunting Rifle, Vibranium Lever Action Rifle, and Vibranium Sniper Rifle"
perkriflesRank4Desc,,,,,"Level 4"
perkriflesRank4LongDesc,,,,,"Unlocks Level 5- Vibranium Hunting Rifle, Vibranium Lever Action Rifle, and Vibranium Sniper Rifle"
perkriflesRank5Desc,,,,,"Level 5"
perkriflesRank5LongDesc,,,,,"Unlocks Level 6- Vibranium Hunting Rifle, Vibranium Lever Action Rifle, and Vibranium Sniper Rifle"

perkfullauto,,,,,"[a503fc]EndZ Vibranium Machine Guns"
perkfullautoDesc,,,,,"This tree unlocks Vibranium Machine Guns(These items cannot be looted, only crafted. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xMAGAZINE SIZE 2xDEGREDATION AMOUNT FROM VANILLA. +30BASE DAMAGE TO FULL AUTO GUNS FROM VANILLA.) THESE ARE LIMITED TO MOD ATTACHMENTS."
perkfullautoRank1Desc,,,,,"Level 1"
perkfullautoRank1LongDesc,,,,,"Unlocks Level 2- Vibranium SMG, Vibranium FNH Scar, Vibranium G36, and Vibranium LMG"
perkfullautoRank2Desc,,,,,"Level 2"
perkfullautoRank2LongDesc,,,,,"Unlocks Level 3- Vibranium SMG, Vibranium FNH Scar, Vibranium G36, and Vibranium LMG"
perkfullautoRank3Desc,,,,,"Level 3"
perkfullautoRank3LongDesc,,,,,"Unlocks Level 4- Vibranium SMG, Vibranium FNH Scar, Vibranium G36, and Vibranium LMG"
perkfullautoRank4Desc,,,,,"Level 4"
perkfullautoRank4LongDesc,,,,,"Unlocks Level 5- Vibranium SMG, Vibranium FNH Scar, Vibranium G36, and Vibranium LMG"
perkfullautoRank5Desc,,,,,"Level 5"
perkfullautoRank5LongDesc,,,,,"Unlocks Level 6- Vibranium SMG, Vibranium FNH Scar, Vibranium G36, and Vibranium LMG"

gundubzyLL,Items,gun,,,"[a503fc]Vibranium Dubzy Shotgun"
gundubzyLLDesc,Items,gun,,,"quad tap that zitch! These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xMAGAZINE SIZE 2xDEGREDATION AMOUNT FROM VANILLA."
gunpumpshotLL,Items,gun,,,"[a503fc]Vibranium Pump Shotgun"
gunpumpshotLLDesc,Items,gun,,,"plow down alot of zombies. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xMAGAZINE SIZE 2xDEGREDATION AMOUNT FROM VANILLA."
gunautoshotLL,Items,gun,,,"[a503fc]Vibranium Auto Shotgun"
gunautoshotLLDesc,Items,gun,,,"plow down alot of zombies. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xMAGAZINE SIZE 2xDEGREDATION AMOUNT FROM VANILLA."
gunhuntrifleLL,Items,gun,,,"[a503fc]Vibranium Hunting Rifle"
gunhuntrifleLLDesc,Items,gun,,,"hunting has never been more fun. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xMAGAZINE SIZE 2xDEGREDATION AMOUNT FROM VANILLA."
gunleverrifleLL,Items,gun,,,"[a503fc]Vibranium Lever Rifle"
gunleverrifleLLDesc,Items,gun,,,"hunting has never been more fun, this does take .44 magnum rounds. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xMAGAZINE SIZE 2xDEGREDATION AMOUNT FROM VANILLA."
gunsniperLL,Items,gun,,,"[a503fc]Vibranium Sniper Rifle"
gunsniperLLDesc,Items,gun,,,"hunting has never been more fun. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xMAGAZINE SIZE 2xDEGREDATION AMOUNT FROM VANILLA."
gunak47LL,Items,gun,,,"[a503fc]Vibranium FNH Scar"
gunak47LLDesc,Items,gun,,,"mow down them zombie jerks. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xMAGAZINE SIZE 2xDEGREDATION AMOUNT FROM VANILLA."
guntacARLL,Items,gun,,,"[a503fc]Vibranium G36"
guntacARLLDesc,Items,gun,,,"mow down them zombie jerks. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xMAGAZINE SIZE 2xDEGREDATION AMOUNT FROM VANILLA."
gunM60LL,Items,gun,,,"[a503fc]Vibranium LMG"
gunM60LLDesc,Items,gun,,,"mow down them zombie jerks. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xMAGAZINE SIZE 2xDEGREDATION AMOUNT FROM VANILLA."
gunwoodbowLL,Items,gun,,,"[a503fc]Vibranium Wooden Bow"
gunwoodbowLLDesc,Items,gun,,,"Sneaky Sneaky. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xDEGREDATION AMOUNT FROM VANILLA."
guncompoundbowLL,Items,gun,,,"[a503fc]Vibranium Compound Bow"
guncompoundbowLLDesc,Items,gun,,,"Sneaky Sneaky. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xDEGREDATION AMOUNT FROM VANILLA."
gunCompoundCrossbowLL,Items,gun,,,"[a503fc]Vibranium Compound Crossbow"
gunCompoundCrossbowLLDesc,Items,gun,,,"Sneaky Sneaky. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xDEGREDATION AMOUNT FROM VANILLA."
gunpistolLL,Items,gun,,,"[a503fc]Vibranium Pistol"
gunpistolLLDesc,Items,gun,,,"LUCKY PISTOL. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xMAGAZINE SIZE 2xDEGREDATION AMOUNT FROM VANILLA."
gunSMGLL,Items,gun,,,"[a503fc]Vibranium SMG"
gunSMGLLDesc,Items,gun,,,"can clear small crowds. These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xMAGAZINE SIZE 2xDEGREDATION AMOUNT FROM VANILLA."
gungoldenvultureLL,Items,gun,,,"[a503fc]Vibranium Golden Vulture"
gungoldenvultureLLDesc,Items,gun,,,"its loud but gives a kick! These items are repaired with a Vibranium Repair Kit. x1.25FIRE RATE. 2xMAGAZINE SIZE 2xDEGREDATION AMOUNT FROM VANILLA."
